Date,Location,Time,Temperature (°C),Humidity (%),Solar Irradiance (W/m²),Cloud Cover (%),Energy Generated (kWh)
2024-01-07,Jaipur,06:00:00,28,72,961,12,492
2024-01-07,Mumbai,07:00:00,22,59,1154,41,349
2024-01-07,Kolkata,08:00:00,33,45,650,73,133
2024-01-07,Goa,09:00:00,36,68,516,77,145
2024-01-07,Ahmedabad,10:00:00,37,70,686,62,398
2024-01-07,Jaipur,11:00:00,31,60,877,68,146
2024-01-07,Pune,12:00:00,41,78,938,35,489
2024-01-07,Kolkata,13:00:00,33,42,847,34,351
2024-01-07,Bangalore,14:00:00,32,70,1095,45,265
2024-01-07,Jaipur,15:00:00,33,57,776,44,467
2024-01-07,Pune,16:00:00,28,93,204,55,478
2024-01-07,Hyderabad,17:00:00,38,48,831,86,416
2024-01-07,Pune,18:00:00,21,54,570,4,231
2024-01-07,Pune,19:00:00,30,67,930,43,488
2024-01-07,Jaipur,20:00:00,36,32,1076,27,169
2024-01-07,Ahmedabad,21:00:00,21,31,1185,86,159
2024-01-07,Jaipur,22:00:00,38,34,754,41,304
2024-01-07,Chennai,23:00:00,26,90,387,97,337
2024-01-08,Delhi,00:00:00,37,49,225,30,443
2024-01-08,Ahmedabad,01:00:00,32,67,978,6,447
2024-01-08,Bangalore,02:00:00,24,65,361,6,432
2024-01-08,Ahmedabad,03:00:00,37,75,944,3,205
2024-01-08,Goa,04:00:00,42,66,329,31,283
2024-01-08,Bangalore,05:00:00,43,83,732,27,437
2024-01-08,Hyderabad,06:00:00,43,50,1082,55,106
2024-01-08,Jaipur,07:00:00,35,50,609,3,130
2024-01-08,Pune,08:00:00,34,99,839,7,315
2024-01-08,Jaipur,09:00:00,27,89,787,13,440
2024-01-08,Goa,10:00:00,34,65,272,29,403
2024-01-08,Kolkata,11:00:00,44,40,432,2,397
2024-01-08,Goa,12:00:00,20,60,1054,1,445
2024-01-08,Chennai,13:00:00,36,66,305,9,385
2024-01-08,Pune,14:00:00,34,89,1100,69,472
2024-01-08,Pune,15:00:00,33,90,208,70,225
2024-01-08,Mumbai,16:00:00,33,96,830,15,150
2024-01-08,Kolkata,17:00:00,29,58,249,69,289
2024-01-08,Mumbai,18:00:00,21,96,721,79,150
2024-01-08,Hyderabad,19:00:00,25,96,824,90,475
2024-01-08,Delhi,20:00:00,36,45,641,75,464
2024-01-08,Delhi,21:00:00,24,74,977,85,331
2024-01-08,Jaipur,22:00:00,24,63,789,78,277
2024-01-08,Delhi,23:00:00,34,73,235,21,257
2024-01-09,Pune,00:00:00,34,71,401,34,246
2024-01-09,Goa,01:00:00,39,64,1023,78,405
2024-01-09,Kolkata,02:00:00,30,59,317,86,350
2024-01-09,Jaipur,03:00:00,24,82,901,48,438
2024-01-09,Jaipur,04:00:00,20,87,953,1,441
2024-01-09,Kolkata,05:00:00,30,57,1004,65,231
2024-01-09,Pune,06:00:00,30,44,368,18,336
2024-01-09,Hyderabad,07:00:00,25,67,711,68,111
2024-01-09,Hyderabad,08:00:00,42,79,429,3,242
2024-01-09,Jaipur,09:00:00,27,42,759,91,498
2024-01-09,Hyderabad,10:00:00,21,64,349,81,493
2024-01-09,Pune,11:00:00,34,53,1054,40,217
2024-01-09,Chennai,12:00:00,42,94,407,55,160
2024-01-09,Chennai,13:00:00,41,47,260,54,280
2024-01-09,Mumbai,14:00:00,28,87,1042,30,412
2024-01-09,Ahmedabad,15:00:00,34,55,316,21,364
2024-01-09,Bangalore,16:00:00,27,58,438,74,128
2024-01-09,Delhi,17:00:00,35,73,1082,47,362
2024-01-09,Hyderabad,18:00:00,33,34,1066,79,299
2024-01-09,Chennai,19:00:00,34,62,247,3,204
2024-01-09,Goa,20:00:00,39,34,647,20,178
2024-01-09,Kolkata,21:00:00,32,65,956,40,243
2024-01-09,Ahmedabad,22:00:00,28,42,667,44,298
2024-01-09,Mumbai,23:00:00,20,54,492,88,205
2024-01-10,Bangalore,00:00:00,25,87,624,83,438
2024-01-10,Chennai,01:00:00,27,31,716,7,188
2024-01-10,Mumbai,02:00:00,39,65,811,8,431
2024-01-10,Ahmedabad,03:00:00,37,54,404,17,365
2024-01-10,Kolkata,04:00:00,37,63,379,30,350
2024-01-10,Delhi,05:00:00,36,41,728,34,251
2024-01-10,Chennai,06:00:00,40,48,289,29,405
2024-01-10,Kolkata,07:00:00,35,66,699,17,295
2024-01-10,Bangalore,08:00:00,32,30,307,82,225
2024-01-10,Hyderabad,09:00:00,41,89,389,40,142
2024-01-10,Ahmedabad,10:00:00,23,96,379,23,272
2024-01-10,Bangalore,11:00:00,23,78,960,85,153
2024-01-10,Delhi,12:00:00,40,75,962,47,352
2024-01-10,Kolkata,13:00:00,33,77,219,13,398
2024-01-10,Pune,14:00:00,24,97,558,18,295
2024-01-10,Delhi,15:00:00,35,48,808,59,392
2024-01-10,Jaipur,16:00:00,33,69,933,92,316
2024-01-10,Chennai,17:00:00,33,35,855,21,268
2024-01-10,Hyderabad,18:00:00,33,92,206,29,321
2024-01-10,Ahmedabad,19:00:00,44,64,1061,14,227
2024-01-10,Goa,20:00:00,43,90,521,20,484
2024-01-10,Kolkata,21:00:00,44,34,467,25,448
2024-01-10,Pune,22:00:00,33,66,626,99,115
2024-01-10,Goa,23:00:00,38,40,495,11,136
2024-01-11,Chennai,00:00:00,22,69,712,6,490
2024-01-11,Chennai,01:00:00,36,94,769,74,395
2024-01-11,Ahmedabad,02:00:00,33,37,586,83,419
2024-01-11,Pune,03:00:00,29,40,463,34,324
2024-01-11,Chennai,04:00:00,32,87,289,67,213
2024-01-11,Goa,05:00:00,41,77,687,1,121
2024-01-11,Pune,06:00:00,23,42,786,19,398
2024-01-11,Goa,07:00:00,30,89,1156,46,161
2024-01-11,Delhi,08:00:00,34,78,1052,83,281
2024-01-11,Bangalore,09:00:00,34,96,460,11,384
2024-01-11,Pune,10:00:00,43,36,687,52,115
2024-01-11,Mumbai,11:00:00,21,54,993,16,494
2024-01-11,Bangalore,12:00:00,30,52,540,17,376
2024-01-11,Bangalore,13:00:00,21,80,528,23,236
2024-01-11,Pune,14:00:00,42,76,600,71,382
2024-01-11,Hyderabad,15:00:00,24,34,556,36,226
2024-01-11,Chennai,16:00:00,32,42,954,29,185
2024-01-11,Delhi,17:00:00,20,71,698,83,306
2024-01-11,Hyderabad,18:00:00,26,34,1033,51,462
2024-01-11,Hyderabad,19:00:00,26,52,634,22,250
2024-01-11,Mumbai,20:00:00,29,91,318,36,150
2024-01-11,Kolkata,21:00:00,25,30,246,73,330
2024-01-11,Pune,22:00:00,39,83,367,96,179
2024-01-11,Goa,23:00:00,31,32,547,23,230
2024-01-12,Chennai,00:00:00,32,93,703,99,499
2024-01-12,Hyderabad,01:00:00,43,80,738,79,235
2024-01-12,Delhi,02:00:00,30,31,495,49,445
2024-01-12,Kolkata,03:00:00,37,78,712,91,269
2024-01-12,Mumbai,04:00:00,21,60,373,75,262
2024-01-12,Jaipur,05:00:00,35,32,594,19,298
2024-01-12,Chennai,06:00:00,21,64,878,46,326
2024-01-12,Jaipur,07:00:00,38,65,729,17,147
2024-01-12,Bangalore,08:00:00,25,93,802,25,409
2024-01-12,Hyderabad,09:00:00,20,61,502,70,352
2024-01-12,Ahmedabad,10:00:00,30,47,401,42,202
2024-01-12,Chennai,11:00:00,37,63,1195,46,135
2024-01-12,Goa,12:00:00,29,85,732,84,105
2024-01-12,Kolkata,13:00:00,37,96,355,42,298
2024-01-12,Delhi,14:00:00,20,82,1096,31,111
2024-01-12,Chennai,15:00:00,38,96,213,6,202
2024-01-12,Goa,16:00:00,35,95,219,86,286
2024-01-12,Pune,17:00:00,26,93,955,83,420
2024-01-12,Jaipur,18:00:00,34,96,1088,83,277
2024-01-12,Pune,19:00:00,20,68,656,31,270
2024-01-12,Kolkata,20:00:00,42,67,372,89,276
2024-01-12,Mumbai,21:00:00,40,69,644,99,188
2024-01-12,Hyderabad,22:00:00,28,48,1122,87,303
2024-01-12,Chennai,23:00:00,21,34,321,64,446
2024-01-13,Ahmedabad,00:00:00,36,98,696,57,442
2024-01-13,Jaipur,01:00:00,44,43,383,52,310
2024-01-13,Jaipur,02:00:00,43,78,1019,91,312
2024-01-13,Chennai,03:00:00,29,93,779,89,120
2024-01-13,Bangalore,04:00:00,25,86,1004,33,187
2024-01-13,Pune,05:00:00,24,64,1049,89,112
2024-01-13,Jaipur,06:00:00,27,34,870,99,219
2024-01-13,Goa,07:00:00,27,68,248,68,498
2024-01-13,Delhi,08:00:00,24,53,380,55,277
2024-01-13,Hyderabad,09:00:00,31,69,1006,65,228
2024-01-13,Jaipur,10:00:00,26,79,593,31,150
2024-01-13,Goa,11:00:00,32,87,592,97,141
2024-01-13,Kolkata,12:00:00,32,30,547,49,417
2024-01-13,Kolkata,13:00:00,36,72,675,93,194
2024-01-13,Hyderabad,14:00:00,23,68,340,23,341
2024-01-13,Bangalore,15:00:00,37,39,729,91,455
2024-01-13,Ahmedabad,16:00:00,29,31,851,45,160
2024-01-13,Hyderabad,17:00:00,22,92,783,2,448
2024-01-13,Mumbai,18:00:00,31,45,670,9,327
2024-01-13,Bangalore,19:00:00,20,66,953,5,376
2024-01-13,Jaipur,20:00:00,30,45,972,97,117
2024-01-13,Hyderabad,21:00:00,37,56,462,94,343
2024-01-13,Pune,22:00:00,32,92,342,51,410
2024-01-13,Kolkata,23:00:00,36,93,906,49,423
2024-01-14,Goa,00:00:00,27,61,345,57,146
2024-01-14,Hyderabad,01:00:00,39,38,493,51,409
2024-01-14,Pune,02:00:00,38,40,737,12,117
2024-01-14,Bangalore,03:00:00,36,99,708,58,483
2024-01-14,Mumbai,04:00:00,21,59,621,38,300
2024-01-14,Goa,05:00:00,22,44,770,52,352
2024-01-14,Delhi,06:00:00,22,88,763,57,291
2024-01-14,Mumbai,07:00:00,25,77,616,19,148
2024-01-14,Jaipur,08:00:00,29,89,860,62,193
2024-01-14,Pune,09:00:00,43,97,1112,95,336
2024-01-14,Hyderabad,10:00:00,41,86,306,9,321
2024-01-14,Hyderabad,11:00:00,37,93,517,25,266
2024-01-14,Chennai,12:00:00,37,83,258,18,353
2024-01-14,Kolkata,13:00:00,33,83,457,92,156
2024-01-14,Jaipur,14:00:00,35,88,1159,60,105
2024-01-14,Pune,15:00:00,26,68,992,76,337
2024-01-14,Hyderabad,16:00:00,20,44,624,33,320
2024-01-14,Delhi,17:00:00,36,57,730,83,323
2024-01-14,Goa,18:00:00,42,65,365,43,177
2024-01-14,Jaipur,19:00:00,44,83,224,17,119
2024-01-14,Bangalore,20:00:00,24,46,1134,97,405
2024-01-14,Delhi,21:00:00,20,51,203,71,364
2024-01-14,Goa,22:00:00,40,65,202,15,303
2024-01-14,Ahmedabad,23:00:00,36,58,617,86,241
2024-01-15,Kolkata,00:00:00,29,84,561,95,475
2024-01-15,Jaipur,01:00:00,31,71,1105,76,403
2024-01-15,Pune,02:00:00,44,61,568,25,179
2024-01-15,Mumbai,03:00:00,39,43,738,64,309
2024-01-15,Goa,04:00:00,44,47,1079,65,355
2024-01-15,Bangalore,05:00:00,21,67,545,76,411
2024-01-15,Hyderabad,06:00:00,42,63,930,26,476
2024-01-15,Mumbai,07:00:00,35,74,1096,3,139
2024-01-15,Delhi,08:00:00,34,61,243,50,452
2024-01-15,Kolkata,09:00:00,32,96,923,83,301
2024-01-15,Pune,10:00:00,37,92,763,2,185
2024-01-15,Mumbai,11:00:00,39,84,352,86,142
2024-01-15,Bangalore,12:00:00,41,72,401,65,335
2024-01-15,Goa,13:00:00,33,51,520,15,477
2024-01-15,Pune,14:00:00,37,97,663,73,169
2024-01-15,Ahmedabad,15:00:00,21,58,210,27,455
2024-01-15,Hyderabad,16:00:00,21,69,779,43,230
2024-01-15,Kolkata,17:00:00,22,74,426,17,231
2024-01-15,Mumbai,18:00:00,24,39,832,1,347
2024-01-15,Kolkata,19:00:00,44,74,532,77,254
2024-01-15,Kolkata,20:00:00,35,46,668,43,329
2024-01-15,Kolkata,21:00:00,41,31,214,19,188
2024-01-15,Goa,22:00:00,34,46,256,55,328
2024-01-15,Kolkata,23:00:00,31,67,529,22,126
2024-01-16,Ahmedabad,00:00:00,28,66,263,59,460
2024-01-16,Delhi,01:00:00,33,92,429,70,455
2024-01-16,Bangalore,02:00:00,40,34,210,44,337
2024-01-16,Pune,03:00:00,35,54,832,46,274
2024-01-16,Ahmedabad,04:00:00,30,51,423,77,415
2024-01-16,Pune,05:00:00,25,92,936,36,391
2024-01-16,Bangalore,06:00:00,29,64,836,7,473
2024-01-16,Delhi,07:00:00,27,84,859,4,160
2024-01-16,Jaipur,08:00:00,35,49,939,22,269
2024-01-16,Pune,09:00:00,22,34,741,9,362
2024-01-16,Pune,10:00:00,21,68,705,26,405
2024-01-16,Delhi,11:00:00,35,92,721,98,215
2024-01-16,Mumbai,12:00:00,38,61,253,0,274
2024-01-16,Ahmedabad,13:00:00,28,92,897,70,320
2024-01-16,Mumbai,14:00:00,35,69,918,7,227
2024-01-16,Mumbai,15:00:00,41,46,966,10,104
2024-01-16,Mumbai,16:00:00,23,61,356,97,425
2024-01-16,Kolkata,17:00:00,29,52,840,27,285
2024-01-16,Hyderabad,18:00:00,38,89,769,33,271
2024-01-16,Pune,19:00:00,32,85,604,42,298
2024-01-16,Mumbai,20:00:00,37,38,598,83,330
2024-01-16,Ahmedabad,21:00:00,34,98,906,27,387
2024-01-16,Hyderabad,22:00:00,23,91,1128,48,434
2024-01-16,Hyderabad,23:00:00,28,93,1133,60,214
2024-01-17,Mumbai,00:00:00,23,51,602,36,432
2024-01-17,Goa,01:00:00,35,61,1099,2,429
2024-01-17,Mumbai,02:00:00,40,76,787,8,412
2024-01-17,Goa,03:00:00,34,31,288,85,110
2024-01-17,Mumbai,04:00:00,43,81,1065,88,203
2024-01-17,Ahmedabad,05:00:00,21,43,792,1,274
2024-01-17,Goa,06:00:00,33,66,385,22,485
2024-01-17,Kolkata,07:00:00,22,56,1037,50,473
2024-01-17,Hyderabad,08:00:00,41,53,979,16,219
2024-01-17,Mumbai,09:00:00,42,93,1094,24,336
2024-01-17,Hyderabad,10:00:00,23,99,278,75,335
2024-01-17,Mumbai,11:00:00,20,55,344,26,404
2024-01-17,Pune,12:00:00,42,83,840,19,137
2024-01-17,Pune,13:00:00,28,44,213,72,371
2024-01-17,Chennai,14:00:00,36,58,830,86,475
2024-01-17,Mumbai,15:00:00,33,57,201,35,443
2024-01-17,Chennai,16:00:00,36,88,715,27,350
2024-01-17,Delhi,17:00:00,20,50,955,28,474
2024-01-17,Delhi,18:00:00,29,39,265,41,433
2024-01-17,Hyderabad,19:00:00,42,33,445,57,126
2024-01-17,Goa,20:00:00,35,91,801,31,429
2024-01-17,Mumbai,21:00:00,44,33,629,11,222
2024-01-17,Bangalore,22:00:00,38,35,889,29,255
2024-01-17,Mumbai,23:00:00,43,45,771,59,316
2024-01-18,Mumbai,00:00:00,44,67,431,10,293
2024-01-18,Bangalore,01:00:00,22,78,635,83,400
2024-01-18,Delhi,02:00:00,31,90,552,10,260
2024-01-18,Chennai,03:00:00,22,94,887,79,227
2024-01-18,Hyderabad,04:00:00,34,79,878,98,415
2024-01-18,Delhi,05:00:00,36,46,582,49,277
2024-01-18,Bangalore,06:00:00,37,57,909,0,225
2024-01-18,Mumbai,07:00:00,26,73,259,88,273
2024-01-18,Delhi,08:00:00,38,41,1125,26,134
2024-01-18,Ahmedabad,09:00:00,26,99,669,31,338
2024-01-18,Pune,10:00:00,24,32,610,5,140
2024-01-18,Mumbai,11:00:00,27,78,282,40,285
2024-01-18,Jaipur,12:00:00,40,50,273,35,282
2024-01-18,Bangalore,13:00:00,35,37,510,38,488
2024-01-18,Kolkata,14:00:00,35,93,653,86,360
2024-01-18,Goa,15:00:00,38,88,225,92,133
2024-01-18,Kolkata,16:00:00,44,59,625,29,286
2024-01-18,Delhi,17:00:00,34,61,576,85,406
2024-01-18,Mumbai,18:00:00,26,49,442,56,236
2024-01-18,Goa,19:00:00,24,45,1034,10,301
2024-01-18,Goa,20:00:00,42,54,827,89,480
2024-01-18,Hyderabad,21:00:00,30,89,522,86,242
2024-01-18,Kolkata,22:00:00,29,74,379,2,208
2024-01-18,Mumbai,23:00:00,44,38,973,47,256
2024-01-19,Hyderabad,00:00:00,40,80,825,5,354
2024-01-19,Chennai,01:00:00,42,90,465,6,280
2024-01-19,Kolkata,02:00:00,28,69,749,43,440
2024-01-19,Pune,03:00:00,20,90,579,60,318
2024-01-19,Pune,04:00:00,39,96,276,53,127
2024-01-19,Hyderabad,05:00:00,20,44,813,50,250
2024-01-19,Chennai,06:00:00,27,82,723,85,458
2024-01-19,Ahmedabad,07:00:00,22,33,1013,47,199
2024-01-19,Ahmedabad,08:00:00,21,52,248,60,102
2024-01-19,Pune,09:00:00,23,56,453,96,132
2024-01-19,Jaipur,10:00:00,38,66,1058,39,298
2024-01-19,Bangalore,11:00:00,30,72,579,2,168
2024-01-19,Bangalore,12:00:00,24,66,448,29,189
2024-01-19,Jaipur,13:00:00,43,58,271,23,116
2024-01-19,Hyderabad,14:00:00,29,58,646,66,436
2024-01-19,Bangalore,15:00:00,43,78,705,1,466
2024-01-19,Bangalore,16:00:00,42,80,908,43,422
2024-01-19,Kolkata,17:00:00,27,79,452,39,422
2024-01-19,Kolkata,18:00:00,32,57,1195,18,133
2024-01-19,Jaipur,19:00:00,24,34,1069,62,363
2024-01-19,Mumbai,20:00:00,31,85,498,23,400
2024-01-19,Chennai,21:00:00,32,93,933,49,159
2024-01-19,Hyderabad,22:00:00,41,46,259,19,283
2024-01-19,Kolkata,23:00:00,27,84,556,56,425
2024-01-20,Kolkata,00:00:00,34,38,356,49,456
2024-01-20,Ahmedabad,01:00:00,32,97,541,94,464
2024-01-20,Chennai,02:00:00,20,45,1173,57,298
2024-01-20,Ahmedabad,03:00:00,41,45,1093,30,340
2024-01-20,Mumbai,04:00:00,25,42,401,36,331
2024-01-20,Chennai,05:00:00,30,92,978,92,310
2024-01-20,Bangalore,06:00:00,32,70,234,3,467
2024-01-20,Ahmedabad,07:00:00,40,82,966,57,151
2024-01-20,Pune,08:00:00,39,97,734,9,218
2024-01-20,Hyderabad,09:00:00,20,38,655,62,429
2024-01-20,Bangalore,10:00:00,30,80,1116,35,314
2024-01-20,Chennai,11:00:00,30,77,364,54,421
2024-01-20,Pune,12:00:00,27,78,227,98,248
2024-01-20,Mumbai,13:00:00,41,47,571,56,275
2024-01-20,Pune,14:00:00,22,39,1062,84,476
2024-01-20,Kolkata,15:00:00,38,83,513,42,368
2024-01-20,Jaipur,16:00:00,31,44,764,64,419
2024-01-20,Pune,17:00:00,25,40,483,11,104
2024-01-20,Goa,18:00:00,42,69,497,61,215
2024-01-20,Mumbai,19:00:00,27,76,674,23,302
2024-01-20,Bangalore,20:00:00,24,49,1199,1,136
2024-01-20,Ahmedabad,21:00:00,29,51,796,46,153
2024-01-20,Delhi,22:00:00,41,77,1168,55,387
2024-01-20,Mumbai,23:00:00,35,45,548,83,383
2024-01-21,Goa,00:00:00,31,34,835,15,185
2024-01-21,Kolkata,01:00:00,36,94,644,33,144
2024-01-21,Ahmedabad,02:00:00,25,50,406,76,383
2024-01-21,Hyderabad,03:00:00,28,90,616,17,420
2024-01-21,Delhi,04:00:00,29,84,638,28,169
2024-01-21,Pune,05:00:00,39,53,364,53,141
2024-01-21,Goa,06:00:00,33,52,758,50,371
2024-01-21,Pune,07:00:00,33,40,619,13,240
2024-01-21,Hyderabad,08:00:00,36,76,570,93,158
2024-01-21,Mumbai,09:00:00,44,31,867,57,339
2024-01-21,Jaipur,10:00:00,35,99,465,34,146
2024-01-21,Goa,11:00:00,23,82,478,8,266
2024-01-21,Chennai,12:00:00,21,40,1187,36,209
2024-01-21,Bangalore,13:00:00,35,44,681,11,225
2024-01-21,Chennai,14:00:00,20,41,716,84,398
2024-01-21,Jaipur,15:00:00,22,65,281,81,208
2024-01-21,Hyderabad,16:00:00,42,52,318,10,264
2024-01-21,Chennai,17:00:00,30,56,973,26,469
2024-01-21,Kolkata,18:00:00,35,43,836,87,358
2024-01-21,Goa,19:00:00,37,83,1137,42,175
2024-01-21,Kolkata,20:00:00,34,56,502,49,106
2024-01-21,Delhi,21:00:00,28,50,414,97,285
2024-01-21,Jaipur,22:00:00,31,78,227,19,375
2024-01-21,Delhi,23:00:00,37,91,980,12,178
2024-01-22,Delhi,00:00:00,24,73,697,46,164
2024-01-22,Delhi,01:00:00,43,73,736,7,214
2024-01-22,Mumbai,02:00:00,27,90,718,68,301
2024-01-22,Mumbai,03:00:00,22,71,393,70,241
2024-01-22,Jaipur,04:00:00,21,52,791,63,197
2024-01-22,Ahmedabad,05:00:00,44,30,641,43,404
2024-01-22,Chennai,06:00:00,38,65,1033,11,316
2024-01-22,Mumbai,07:00:00,27,84,235,3,173
2024-01-22,Pune,08:00:00,21,45,457,39,392
2024-01-22,Kolkata,09:00:00,38,47,312,18,233
2024-01-22,Mumbai,10:00:00,20,67,493,53,361
2024-01-22,Hyderabad,11:00:00,41,96,913,0,383
2024-01-22,Delhi,12:00:00,32,49,213,12,201
2024-01-22,Mumbai,13:00:00,42,48,866,49,476
2024-01-22,Jaipur,14:00:00,39,42,1110,52,305
2024-01-22,Kolkata,15:00:00,36,46,796,41,240
2024-01-22,Kolkata,16:00:00,22,59,339,24,112
2024-01-22,Ahmedabad,17:00:00,28,72,570,43,348
2024-01-22,Bangalore,18:00:00,24,77,626,97,222
2024-01-22,Bangalore,19:00:00,25,72,296,98,109
2024-01-22,Chennai,20:00:00,23,95,896,60,179
2024-01-22,Pune,21:00:00,36,82,687,80,266
2024-01-22,Goa,22:00:00,40,63,541,89,198
2024-01-22,Jaipur,23:00:00,40,42,1069,20,306
2024-01-23,Hyderabad,00:00:00,40,85,691,50,250
2024-01-23,Mumbai,01:00:00,35,88,699,75,136
2024-01-23,Jaipur,02:00:00,35,61,631,79,476
2024-01-23,Pune,03:00:00,41,83,388,51,363
2024-01-23,Bangalore,04:00:00,30,31,281,62,441
2024-01-23,Jaipur,05:00:00,21,66,1011,83,104
2024-01-23,Mumbai,06:00:00,36,62,379,53,477
2024-01-23,Ahmedabad,07:00:00,34,30,1157,9,325
2024-01-23,Chennai,08:00:00,37,57,1097,86,126
2024-01-23,Ahmedabad,09:00:00,29,46,1060,93,223
2024-01-23,Bangalore,10:00:00,25,86,1166,58,398
2024-01-23,Delhi,11:00:00,40,99,614,7,134
2024-01-23,Bangalore,12:00:00,35,81,304,50,336
2024-01-23,Chennai,13:00:00,24,73,580,4,410
2024-01-23,Mumbai,14:00:00,31,76,921,75,416
2024-01-23,Pune,15:00:00,25,42,528,41,402
2024-01-23,Goa,16:00:00,33,59,448,77,201
2024-01-23,Ahmedabad,17:00:00,42,95,271,11,176
2024-01-23,Bangalore,18:00:00,35,82,872,23,411
2024-01-23,Pune,19:00:00,44,47,332,44,181
2024-01-23,Ahmedabad,20:00:00,26,57,439,52,245
2024-01-23,Bangalore,21:00:00,21,33,277,52,292
2024-01-23,Chennai,22:00:00,25,71,769,16,323
2024-01-23,Ahmedabad,23:00:00,28,35,660,64,152
2024-01-24,Bangalore,00:00:00,26,38,324,57,444
2024-01-24,Mumbai,01:00:00,21,49,210,36,184
2024-01-24,Chennai,02:00:00,38,67,667,74,494
2024-01-24,Pune,03:00:00,27,97,606,41,467
2024-01-24,Pune,04:00:00,30,79,1140,69,228
2024-01-24,Goa,05:00:00,44,89,226,78,310
2024-01-24,Jaipur,06:00:00,23,42,406,39,451
2024-01-24,Delhi,07:00:00,35,71,421,22,363
2024-01-24,Mumbai,08:00:00,44,97,511,22,282
2024-01-24,Chennai,09:00:00,37,54,581,48,371
2024-01-24,Ahmedabad,10:00:00,32,60,961,75,326
2024-01-24,Pune,11:00:00,24,41,514,6,421
2024-01-24,Mumbai,12:00:00,21,93,407,36,111
2024-01-24,Chennai,13:00:00,30,90,820,15,192
2024-01-24,Chennai,14:00:00,20,82,495,37,429
2024-01-24,Ahmedabad,15:00:00,32,55,601,98,289
2024-01-24,Chennai,16:00:00,24,90,634,39,185
2024-01-24,Hyderabad,17:00:00,37,39,772,28,453
2024-01-24,Mumbai,18:00:00,33,41,321,16,376
2024-01-24,Bangalore,19:00:00,32,51,950,89,392
2024-01-24,Pune,20:00:00,26,82,305,19,360
2024-01-24,Pune,21:00:00,27,50,990,24,297
2024-01-24,Bangalore,22:00:00,37,64,235,59,422
2024-01-24,Mumbai,23:00:00,26,56,749,37,109
2024-01-25,Delhi,00:00:00,39,89,271,62,187
2024-01-25,Mumbai,01:00:00,36,76,767,38,439
2024-01-25,Kolkata,02:00:00,35,95,366,63,417
2024-01-25,Chennai,03:00:00,30,44,420,82,136
2024-01-25,Jaipur,04:00:00,38,53,275,20,322
2024-01-25,Ahmedabad,05:00:00,20,39,921,31,274
2024-01-25,Hyderabad,06:00:00,40,53,410,27,308
2024-01-25,Jaipur,07:00:00,27,86,427,11,148
2024-01-25,Bangalore,08:00:00,20,63,936,78,123
2024-01-25,Ahmedabad,09:00:00,28,70,652,91,437
2024-01-25,Ahmedabad,10:00:00,38,69,965,84,205
2024-01-25,Ahmedabad,11:00:00,40,40,686,79,410
2024-01-25,Pune,12:00:00,28,30,867,22,362
2024-01-25,Hyderabad,13:00:00,40,59,673,89,305
2024-01-25,Pune,14:00:00,44,72,1074,14,268
2024-01-25,Chennai,15:00:00,29,55,860,11,485
2024-01-25,Kolkata,16:00:00,43,82,1029,3,257
2024-01-25,Goa,17:00:00,42,76,990,34,340
2024-01-25,Hyderabad,18:00:00,30,38,1116,94,222
2024-01-25,Jaipur,19:00:00,20,38,1170,60,119
2024-01-25,Chennai,20:00:00,39,30,689,26,155
2024-01-25,Mumbai,21:00:00,44,73,575,95,379
2024-01-25,Bangalore,22:00:00,27,88,430,32,207
2024-01-25,Kolkata,23:00:00,39,85,1111,12,239
2024-01-26,Chennai,00:00:00,31,80,901,36,190
2024-01-26,Mumbai,01:00:00,20,45,424,43,370
2024-01-26,Kolkata,02:00:00,29,67,674,1,428
2024-01-26,Mumbai,03:00:00,23,40,776,37,309
2024-01-26,Hyderabad,04:00:00,34,54,819,36,275
2024-01-26,Mumbai,05:00:00,38,88,279,58,160
2024-01-26,Kolkata,06:00:00,25,58,844,68,383
2024-01-26,Mumbai,07:00:00,24,69,885,17,465
2024-01-26,Jaipur,08:00:00,24,37,775,47,102
2024-01-26,Chennai,09:00:00,37,35,409,80,371
2024-01-26,Kolkata,10:00:00,22,74,496,65,263
2024-01-26,Jaipur,11:00:00,41,82,809,48,487
2024-01-26,Mumbai,12:00:00,21,50,371,57,108
2024-01-26,Mumbai,13:00:00,23,86,288,34,465
2024-01-26,Ahmedabad,14:00:00,37,35,1073,77,111
2024-01-26,Kolkata,15:00:00,28,92,425,75,173
2024-01-26,Hyderabad,16:00:00,38,35,342,57,337
2024-01-26,Mumbai,17:00:00,29,82,907,96,399
2024-01-26,Bangalore,18:00:00,41,33,890,6,207
2024-01-26,Pune,19:00:00,34,38,253,8,112
2024-01-26,Goa,20:00:00,20,98,395,68,333
2024-01-26,Pune,21:00:00,30,33,928,3,344
2024-01-26,Hyderabad,22:00:00,33,87,688,31,420
2024-01-26,Chennai,23:00:00,29,66,1044,4,191
2024-01-27,Delhi,00:00:00,38,35,497,55,459
2024-01-27,Bangalore,01:00:00,43,80,629,55,297
2024-01-27,Delhi,02:00:00,40,79,736,43,215
2024-01-27,Mumbai,03:00:00,35,43,778,71,230
2024-01-27,Chennai,04:00:00,27,40,874,12,464
2024-01-27,Jaipur,05:00:00,21,39,699,3,252
2024-01-27,Mumbai,06:00:00,42,90,823,51,220
2024-01-27,Delhi,07:00:00,44,42,1040,74,207
2024-01-27,Mumbai,08:00:00,26,63,405,14,115
